"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
211,211,"KOR","South Korea","KOREA, REPUBLIC OF","Korea, Republic of","Han-guk","","Korea, Republic of|Korea, South","<U+B300><U+D55C><U+BBFC><U+AD6D>|<U+D55C><U+AD6D>","Corée, République de ","Corea del Sur ","<U+041A><U+043E><U+0440><U+0435><U+044F>, <U+044E><U+0436><U+043D><U+0430><U+044F>","<U+0643><U+0648><U+0631><U+064A><U+0627> <U+0627><U+0644><U+062C><U+0646><U+0648><U+0628><U+064A><U+0629>","<U+97E9><U+56FD>, <U+5149><U+5DDE> ","Korea|Chosun|Chosen|Choson|Hanguk","","South Korea","KR",NA,"KS",410,"19530727","Present",NA
